# Generated at Thu Dec 20 2018 08:33:50 GMT+0100 (Central European Standard Time)
# URL: https://metaspace2020.eu/annotations?ds=2018-06-26_15h33m47s&page=1&sort=-msm
"group","datasetName","datasetId","formula","adduct","mz","msm","fdr","rhoSpatial","rhoSpectral","rhoChaos","moleculeNames","moleculeIds"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H8O2","M+K","139.0155485736638","0.441761","0.1","0.454873","0.972177","0.998969","Glutaral, Dihydro-2-methyl-3(2H)-furanone, 2,4-Pentanedione, Dihydro-5-methyl-2(3H)-furanone, Isopropenyl acetate, Methyl methacrylate, 2-Ethylacrylic acid, Senecioic acid, Tiglic acid, 3-Methylbutyrolactone, Angelic acid, 2,3-Pentanedione, 4-Pentenoic acid, 2-Pentenoic acid, Ethyl acrylate, Dihydro-3-methyl-2(3H)-furanone, 3,3-dimethyloxirane-2-carbaldehyde, 2-methylbut-3-enoic acid, 2-methylbut-2-enoic acid, 3-Methylbut-3-enoic acid","HMDB0029599, HMDB0031178, HMDB0031648, HMDB0033840, HMDB0032351, HMDB0032385, HMDB0001862, HMDB0000509, HMDB0001470, HMDB0002167, HMDB0029608, HMDB0031598, HMDB0031602, HMDB0032459, HMDB0033978, HMDB0035143, HMDB0129418, HMDB0130837, HMDB0132474, HMDB0170858"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C7H13NO5","M+K","230.04249160366388","0.433428","0.1","0.444788","0.975619","0.998812","Calystegine C1","HMDB0031346"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H7NO2","M+Na","184.03686031166384","0.428424","0.1","0.438346","0.978783","0.998551","2-Indolecarboxylic acid, Indole-3-carboxylic acid, 4,6-Dihydroxyquinoline, 3-Formyl-6-hydroxyindole, Quinoline-4,8-diol","HMDB0002285, HMDB0003320, HMDB0004077, HMDB0031172, HMDB0060289"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H8N2","M+H","169.07598548566384","0.420909","0.05","0.433358","0.97246","0.998781","Beta-Carboline","HMDB0012897"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C4H10O3","M+Na","129.0521760176638","0.419148","0.1","0.423834","0.990083","0.998849","(2R*,3R*)-1,2,3-Butanetriol, Trihydroxybutane","HMDB0034778, HMDB0061944"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H20N2O3","M+H","217.1546297296639","0.415661","0.05","0.427158","0.974726","0.998316","Valyl-Valine","HMDB0029140"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H8O2","M+Na","123.04161133366527","0.407594","0.1","0.413073","0.988292","0.998424","Glutaral, Dihydro-2-methyl-3(2H)-furanone, 2,4-Pentanedione, Dihydro-5-methyl-2(3H)-furanone, Isopropenyl acetate, Methyl methacrylate, 2-Ethylacrylic acid, Senecioic acid, Tiglic acid, 3-Methylbutyrolactone, Angelic acid, 2,3-Pentanedione, 4-Pentenoic acid, 2-Pentenoic acid, Ethyl acrylate, Dihydro-3-methyl-2(3H)-furanone, 3,3-dimethyloxirane-2-carbaldehyde, 2-methylbut-3-enoic acid, 2-methylbut-2-enoic acid, 3-Methylbut-3-enoic acid","HMDB0029599, HMDB0031178, HMDB0031648, HMDB0033840, HMDB0032351, HMDB0032385, HMDB0001862, HMDB0000509, HMDB0001470, HMDB0002167, HMDB0029608, HMDB0031598, HMDB0031602, HMDB0032459, HMDB0033978, HMDB0035143, HMDB0129418, HMDB0130837, HMDB0132474, HMDB0170858"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H12N2","M+H","161.1072856136638","0.406385","0.05","0.417017","0.97596","0.998508","Tryptamine, Anatabine, Tolazoline, N-Norgramine","HMDB0000303, HMDB0004476, HMDB0014935, HMDB0038456"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C3H8O3","M+Na","115.03652595366523","0.406351","0.1","0.410132","0.991726","0.999048","Glycerol","HMDB0000131"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C17H16O3","M+H","269.11718158166383","0.401813","0.05","0.425008","0.952845","0.992212","Eugenyl benzoate","HMDB0032056"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H10N2","M+H","171.0916355496638","0.399108","0.05","0.412365","0.969243","0.998565","2-Amino-5-phenylpyridine, 10-hydroperoxy-H4-neuroprostane","HMDB0029747, HMDB0062274"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H8N2","M+Na","179.05793011366382","0.396258","0.1","0.407038","0.975619","0.997844","3-Indoleacetonitrile","HMDB0006524"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H12O4","M+Na","255.06274070166387","0.39228","0.1","0.408247","0.962897","0.997913","Salfredin B11, Cassiachromone, Dihydrocoriandrin, (2S,3S,4S)-5,7,9,11-Tridecatetrayne-1,2,3,4-tetrol, 7-hydroxy-6-(3-oxobutyl)-2H-chromen-2-one, 5-hydroxy-3-[(1E)-3-hydroxybut-1-en-1-yl]-1H-isochromen-1-one, 3-[(1E)-but-1-en-1-yl]-5,6-dihydroxy-1H-isochromen-1-one, 3-[(1E)-but-1-en-1-yl]-5,7-dihydroxy-1H-isochromen-1-one, 3-(3-ethyloxiran-2-yl)-5-hydroxy-1H-isochromen-1-one, 5-hydroxy-3-[(1E)-4-hydroxybut-1-en-1-yl]-1H-isochromen-1-one, 3-(1,2-dihydroxybut-3-en-1-yl)-1H-isochromen-1-one, 7-(hydroxymethyl)-6-[(E)-2-methoxyethenyl]-2H-chromen-2-one, 6-(3-methoxyoxiran-2-yl)-7-methyl-2H-chromen-2-one, 8-hydroxy-6-[(E)-2-methoxyethenyl]-7-methyl-2H-chromen-2-one, 5-hydroxy-6-[(E)-2-methoxyethenyl]-7-methyl-2H-chromen-2-one, 3-hydroxy-6-[(E)-2-methoxyethenyl]-7-methyl-2H-chromen-2-one","HMDB0041325, HMDB0030813, HMDB0033330, HMDB0038911, HMDB0128959, HMDB0130044, HMDB0130045, HMDB0130046, HMDB0130047, HMDB0130048, HMDB0130065, HMDB0135794, HMDB0135795, HMDB0135796, HMDB0135797, HMDB0135798"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H14N2O3","M+H","235.1076795376639","0.382926","0.05","0.397308","0.965966","0.997762","5-Methoxytryptophan, S-4-Hydroxymephenytoin","HMDB0002339, HMDB0013894"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C17H17NO3","M+H","284.12808062366383","0.372801","0.05","0.390673","0.958141","0.995942","2-[Methyl(3-phenylpropanoyl)amino]benzoic acid, N-Phenylacetylphenylalanine, Morphinone, N-[2-Hydroxy-2-(4-hydroxyphenyl)ethyl]cinnamide, Anaxagoreine, N-(p-Hydroxyphenyl)ethyl p-hydroxycinnamide, (2E)-N-[2-hydroxy-2-(4-hydroxyphenyl)ethyl]-3-phenylprop-2-enimidic acid","HMDB0032845, HMDB0002372, HMDB0003563, HMDB0030191, HMDB0034669, HMDB0039521, HMDB0139467"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H14O","M+H","187.11170227766388","0.367066","0.05","0.380168","0.973818","0.991495","(E)-2-Tridecene-4,6,8-triyn-1-ol, (all-E)-3,5,7-Tridecatriene-9,11-diyn-1-ol","HMDB0030931, HMDB0038526"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H8O5","M+Na","267.0263551936638","0.366828","0.1","0.38038","0.966942","0.997342","Urolithin C, Gentisein, 3,8,10-trihydroxy-6H-benzo[c]chromen-6-one, 3,4,8-trihydroxy-6H-benzo[c]chromen-6-one, 1,3,8-trihydroxy-6H-benzo[c]chromen-6-one","HMDB0029218, HMDB0029463, HMDB0142399, HMDB0142400, HMDB0142401"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H8NO3","M+H","179.0576553356638","0.361511","0.05","0.371602","0.975208","0.997577","N-benzoylglycinate","HMDB0062583"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H8N2","M+H","145.07598548566384","0.345996","0.05","0.354937","0.976672","0.998092","5-Methylquinoxaline, 2-Aminoquinoline","HMDB0033178, HMDB0034175"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C17H16O2","M+H","253.12226696166385","0.335294","0.05","0.354613","0.956245","0.988784","Cinnamyl phenylacetate, (1Z,4Z)-1,5-bis(4-hydroxyphenyl)-1,4-pentadiene, 2-Phenylethyl 3-phenyl-2-propenoate","HMDB0037707, HMDB0033317, HMDB0035018"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C4H5N3O","M+H","112.05049901966524","0.332257","0.05","0.337301","0.988058","0.996952","Cytosine","HMDB0000630"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H10O","M+H","135.0804021496638","0.330967","0.05","0.340356","0.976581","0.995732","7-Nonene-3,5-diyn-1-ol, 4-Ethylbenzaldehyde, 4'-Methylacetophenone, 1-Phenyl-1-propanone, (4-Methylphenyl)acetaldehyde, Cinnamyl alcohol, trans-Cinnamyl alcohol, (Z)-4-(1-Propenyl)phenol, 2-Phenylpropanal, 2,4-Dimethylbenzaldehyde, 3-Phenylpropanal, Chavicol, o-Vinylanisole, m-Methylacetophenone, Indan-1-ol","HMDB0034563, HMDB0032024, HMDB0032608, HMDB0032623, HMDB0029639, HMDB0029697, HMDB0029698, HMDB0030839, HMDB0031626, HMDB0032142, HMDB0033716, HMDB0034107, HMDB0036441, HMDB0059895, HMDB0059601"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H10N2O","M+H","175.08655016966384","0.330563","0.05","0.340251","0.972609","0.998889","1H-Indole-3-acetamide, Demethylated antipyrine","HMDB0029739, HMDB0006240"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H8O3","M+H","213.05458132566383","0.319111","0.05","0.330049","0.969837","0.996929","4-Hydroxyxanthone, 2-Hydroxyxanthone, Urolithin B","HMDB0032999, HMDB0032997, HMDB0013696"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C17H15NO3","M+H","282.1124305596638","0.315258","0.05","0.331278","0.957385","0.993999","Juzirine, 3,6-dihydroxy-4,5-diphenyl-2,3,4,5-tetrahydropyridin-2-one","HMDB0033954, HMDB0134800"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H10O2","M+H","223.07531676966383","0.309487","0.05","0.323559","0.95946","0.996922","Flavone, Phenindione","HMDB0003075, HMDB0014641"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C3H7O4P","M+H","139.0154324036638","0.30197","0.1","0.305038","0.991083","0.998848","Fosfomycin","HMDB0014966"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H10N2O","M+H","199.08655016966384","0.298656","0.1","0.309353","0.967658","0.99769","Harmol, Harmanine","HMDB0034217, HMDB0035197"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H14N2O2","M+Na","277.0947095456638","0.291805","0.1","0.304562","0.959798","0.998244","Nepafenac, 10-Hydroxycarbazepine, (R)-MHD, (S)-MHD","HMDB0015678, HMDB0060676, HMDB0060701, HMDB0060702"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H7NO2","M+H","162.05491568366384","0.272462","0.1","0.279821","0.975138","0.998528","2-Indolecarboxylic acid, Indole-3-carboxylic acid, 4,6-Dihydroxyquinoline, 3-Formyl-6-hydroxyindole, Quinoline-4,8-diol","HMDB0002285, HMDB0003320, HMDB0004077, HMDB0031172, HMDB0060289"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C7H8N2","M+H","121.0759854856652","0.271273","0.1","0.278274","0.980371","0.994359","(1-Methylethenyl)pyrazine, 2-Methyl-5-vinylpyrazine, 2-Methyl-3-vinylpyrazine, 1-Propenylpyrazine","HMDB0037134, HMDB0037282, HMDB0039989, HMDB0040124"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H9N5O","M+H","216.08794716766386","0.270271","0.1","0.280982","0.969965","0.991667","Kinetin","HMDB0012245"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H10O3","M+H","239.07023138966386","0.266746","0.1","0.279028","0.959697","0.996128","3-Hydroxyflavone, 7-hydroxy-3-phenyl-4H-chromen-4-one, 6-hydroxy-2-(phenylmethylidene)-2,3-dihydro-1-benzofuran-3-one, 2-(2-hydroxyphenyl)-4H-chromen-4-one, 6-hydroxy-2-phenyl-4H-chromen-4-one, 7-hydroxy-2-phenyl-4H-chromen-4-one, 2-(3-hydroxyphenyl)-4H-chromen-4-one, 2-(4-hydroxyphenyl)-4H-chromen-4-one, 5-hydroxy-2-phenyl-4H-chromen-4-one","HMDB0031816, HMDB0130492, HMDB0137519, HMDB0141529, HMDB0141530, HMDB0141531, HMDB0141532, HMDB0141533, HMDB0141534"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C6H15O9P","M+Na","285.0345503876638","0.26512","0.1","0.2699","0.98467","0.997583","Mannitol 1-phosphate, Sorbitol-6-phosphate, sorbitol 3-phosphate","HMDB0001530, HMDB0005831, HMDB0062530"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C16H21NO4","M+H","292.1542953716638","0.259041","0.1","0.272987","0.958165","0.990345","(S)-Edulinine","HMDB0030178"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H4O2","M+Na","155.01031120566384","0.25465","0.1","0.266633","0.956591","0.998398","2,4,6-Octatriynoic acid","HMDB0030967"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H19NS2","M+H","218.10312828766385","0.254033","0.1","0.267587","0.954137","0.99498","1-Isothiocyanato-8-(methylthio)octane","HMDB0038447"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H8O","M+H","157.0647520856638","0.253748","0.1","0.262171","0.970976","0.996804","2-Naphthaldehyde, 1-Naphthaldehyde","HMDB0060349, HMDB0060325"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C12H13N2O","M+H","202.11002526566384","0.249387","0.1","0.258656","0.966595","0.997488","1',2'-Dihydro-1,1'-dimethyl-2'-oxo-4,4'-bipyridinium(1+)","HMDB0035170"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H8O3","M+Na","139.03652595366384","0.246775","0.1","0.250545","0.986324","0.998611","Alpha-ketoisovaleric acid, Ethyl pyruvate, 2-Oxovaleric acid, Methylacetoacetic acid, Levulinic acid, 2-Methylacetoacetic acid, Glutarate semialdehyde, Acetoxyacetone, 4-hydroxy-3-methylbut-2-enoic acid, dimethyloxirane-2-carboxylic acid, (2E)-4-hydroxy-3-methylbut-2-enoic acid, (2Z)-2-(hydroxymethyl)but-2-enoic acid, 4-hydroxy-2-methylbut-2-enoic acid, 2,3-dimethyloxirane-2-carboxylic acid, 2-(hydroxymethyl)but-2-enoic acid","HMDB0000019, HMDB0031643, HMDB0001865, HMDB0000310, HMDB0000720, HMDB0003771, HMDB0012233, HMDB0034466, HMDB0128916, HMDB0128917, HMDB0128943, HMDB0129096, HMDB0129097, HMDB0129098, HMDB0132477"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H15NO","M+Na","224.1045459476638","0.24662","0.1","0.25755","0.960781","0.996648","2,3-Dihydro-6-methyl-5-(5-methyl-2-furanyl)-1H-pyrrolizine, (E)-1-Cinnamoylpyrrolidine","HMDB0040007, HMDB0038835"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H7NO2","M+Na","196.03686031166387","0.244297","0.1","0.261902","0.93528","0.997328","Quinaldic acid, 1-nitronaphthalene","HMDB0000842, HMDB0062188"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C7H6O4","M+H","155.03384588166378","0.243707","0.1","0.249181","0.980273","0.997712","Protocatechuic acid, Gentisic acid, 2-Pyrocatechuic acid, 2,6-Dihydroxybenzoic acid, 3,5-Dihydroxybenzoic acid, 2,4-Dihydroxybenzoic acid, Patulin, 2,4,6-trihydroxybenzaldehyde","HMDB0001856, HMDB0000152, HMDB0000397, HMDB0013676, HMDB0013677, HMDB0029666, HMDB0034299, HMDB0125090"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C3H6O","M+Na","81.03104664966526","0.239513","0.1","0.242332","0.989376","0.998978","Allyl alcohol, Acetone, Propanal, Methyloxirane","HMDB0031652, HMDB0001659, HMDB0003366, HMDB0031558"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H18N2O","M+H","231.14915042566383","0.234009","0.1","0.245215","0.957481","0.99668","Ibudilast","HMDB0015614"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H18O3","M+H","163.13283164566383","0.233538","0.1","0.239342","0.978046","0.997656","(3R,7R)-1,3,7-Octanetriol","HMDB0033625"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H12O5","M+Na","283.05765532166384","0.230649","0.1","0.241233","0.961704","0.994199","2-Methoxystypandrone, Orientalone, Pratenol A, 6-[(1Z)-2-hydroxy-3-oxobut-1-en-1-yl]-7-methoxy-2H-chromen-2-one, 6-(3-acetyloxiran-2-yl)-7-methoxy-2H-chromen-2-one, 8-hydroxy-7-methoxy-6-(3-oxobut-1-en-1-yl)-2H-chromen-2-one, 5-hydroxy-7-methoxy-6-(3-oxobut-1-en-1-yl)-2H-chromen-2-one, 6-(4-hydroxy-3-oxobut-1-en-1-yl)-7-methoxy-2H-chromen-2-one, 1-(7-methoxy-2-oxo-2H-chromen-6-yl)butane-2,3-dione, 6-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]-4-methoxy-2H-pyran-2-one, 5-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]benzene-1,2,3-triol, 5-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2,3-triol, 4-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2,3-triol, 4-[3-(3,5-dihydroxyphenyl)oxiran-2-yl]benzene-1,2-diol, 5-[(E)-2-(3,5-dihydroxyphenyl)ethenyl]benzene-1,2,4-triol","HMDB0033265, HMDB0039616, HMDB0040630, HMDB0128951, HMDB0128953, HMDB0128954, HMDB0128955, HMDB0128956, HMDB0128965, HMDB0131199, HMDB0141787, HMDB0141789, HMDB0141790, HMDB0141791, HMDB0141792"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H8O4","M+H","229.04949594566378","0.230526","0.1","0.239969","0.963868","0.996662","Urolithin A, 1,5-Dihydroxyxanthone, Euxanthone, 3,9-dihydroxy-6H-benzo[c]chromen-6-one, 3,4-dihydroxy-6H-benzo[c]chromen-6-one, 1,3-dihydroxy-6H-benzo[c]chromen-6-one","HMDB0013695, HMDB0030723, HMDB0030724, HMDB0142418, HMDB0142421, HMDB0142422"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H12O6","M+Na","251.05256994166382","0.229402","0.1","0.236977","0.970419","0.997541","2-(2,3,5-trihydroxy-4-methoxyphenyl)propanoic acid, 3-(2,3,4-trihydroxy-5-methoxyphenyl)propanoic acid, 3-(2,4,5-trihydroxy-3-methoxyphenyl)propanoic acid, 2-(2,3,6-trihydroxy-4-methoxyphenyl)propanoic acid, 2-hydroxy-3,4,5-trimethoxybenzoic acid, 6-hydroxy-2,3,4-trimethoxybenzoic acid","HMDB0125034, HMDB0125592, HMDB0125596, HMDB0125049, HMDB0141334, HMDB0142089"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H7NO4","M+Na","228.02668955166382","0.226192","0.1","0.233636","0.971773","0.996258","Xanthurenic acid, Zeanic acid, 4,6-Dihydroxy-2-quinolinecarboxylic acid","HMDB0000881, HMDB0032963, HMDB0033528"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H12N2","M+H","173.10728561366383","0.221476","0.1","0.229158","0.968972","0.997425","1,2,3,4-Tetrahydro-beta-carboline","HMDB0012488"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H6O2","M+Na","169.02596126966378","0.214573","0.1","0.220679","0.974359","0.997918","Coumarin, Phenylpropiolic acid, Chromone, 2-Benzofurancarboxaldehyde","HMDB0001218, HMDB0002359, HMDB0032938, HMDB0033183"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H11N5","M+H","214.10868261166382","0.212052","0.1","0.221217","0.967166","0.991111","Phenazopyridine, 2-Amino-3,8-dimethyl-3H-imidazo[4,5-f]quinoxaline","HMDB0015506, HMDB0029864"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C19H20O","M+Na","287.1405970976638","0.211046","0.1","0.2268","0.95772","0.97162","1,7-Diphenyl-4-hepten-3-one, (E,E)-1,7-Diphenyl-4,6-heptadien-3-ol, (6E)-1,7-diphenylhept-6-en-3-one","HMDB0031873, HMDB0040893, HMDB0133902"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C11H10O","M+H","159.08040214966374","0.209029","0.1","0.213979","0.984384","0.992365","2-Methoxynaphthalene, (2-Naphthyl)methanol, 1-Hydroxymethylnaphthalene","HMDB0032861, HMDB0060303, HMDB0060322"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H7N","M+H","118.06508644366525","0.20389","0.1","0.209184","0.977354","0.997277","Indole, Benzeneacetonitrile","HMDB0000738, HMDB0034171"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C8H15N3O4S","M+H","250.08556392966383","0.20356","0.1","0.209636","0.974581","0.996344","Cysteinyl-Glutamine, Cysteinyl-Gamma-glutamate, Glutaminylcysteine","HMDB0028773, HMDB0028789, HMDB0028794"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C13H16N2O3","M+H","249.12332960166384","0.202699","0.1","0.212856","0.961957","0.989941","6-Hydroxymelatonin, cyclic 3-Hydroxymelatonin, 2-Oxomelatonin","HMDB0004081, HMDB0060069, HMDB0060721"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H8N2O","M+Na","195.05284473366382","0.201946","0.1","0.208869","0.969126","0.997658","3-Acetyl-2,7-naphthyridine, 4-Hydroxy-1H-indole-3-acetonitrile","HMDB0037296, HMDB0038462"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C14H19NO6","M+H","298.1284745476638","0.199867","0.1","0.209165","0.958295","0.997136","Phenethylamine glucuronide","HMDB0010323"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C6H13N","M+H","100.11203663566522","0.199532","0.1","0.2037","0.983099","0.996381","2-Methylpiperidine, Cyclohexylamine","HMDB0032416, HMDB0031404"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C15H14O2","M+H","227.10661689766383","0.199052","0.1","0.209858","0.958655","0.989418","Phenylmethyl benzeneacetate, 2-Phenylethyl benzoate, p-Tolyl phenylacetate, 4-[(2E)-3-phenylprop-2-en-1-yl]benzene-1,3-diol, 3-methoxy-5-[(E)-2-phenylethenyl]phenol, 3-hydroxy-1,3-diphenylpropan-1-one, 1-(3-hydroxyphenyl)-3-phenylpropan-1-one, 3-(3-hydroxyphenyl)-1-phenylpropan-1-one, 1-(4-hydroxyphenyl)-3-phenylpropan-1-one, 3-(4-hydroxyphenyl)-1-phenylpropan-1-one, 1-(2-hydroxyphenyl)-3-phenylpropan-1-one, 3-(2-hydroxyphenyl)-1-phenylpropan-1-one, 1-hydroxy-1,3-diphenylpropan-2-one, 1-(3-hydroxyphenyl)-3-phenylpropan-2-one, 1-(4-hydroxyphenyl)-3-phenylpropan-2-one, 1-(2-hydroxyphenyl)-3-phenylpropan-2-one, 4-(3-hydroxy-3-phenylprop-1-en-1-yl)phenol, 3-phenyl-3,4-dihydro-2H-1-benzopyran-7-ol","HMDB0033251, HMDB0033946, HMDB0041564, HMDB0130334, HMDB0130984, HMDB0135209, HMDB0135210, HMDB0135211, HMDB0135212, HMDB0135213, HMDB0135214, HMDB0135215, HMDB0135540, HMDB0135541, HMDB0135542, HMDB0135543, HMDB0135589, HMDB0141210"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C10H16N6S","M+H","253.12295251166384","0.198216","0.1","0.20824","0.961957","0.989509","Cimetidine","HMDB0014644"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C9H9NO4","M+H","196.06039498766384","0.196291","0.1","0.205149","0.959313","0.997402","3-Hydroxyhippuric acid, 2-Hydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one, Salicyluric acid, Dopaquinone, 4-Carboxyphenylglycine, Alpha-Hydroxyhippuric acid, Leucodopachrome, 4-Hydroxyhippuric acid, 2-Hydroxy-6,7-dimethoxybenzoxazole, L-Dopaquinone, N-acetyl-5-aminosalicylic acid","HMDB0006116, HMDB0038055, HMDB0000840, HMDB0001229, HMDB0002016, HMDB0002404, HMDB0004067, HMDB0013678, HMDB0030726, HMDB0039119, HMDB0060602"
"","24062018_VS_denseII_A_B_NEDC_9AA_CHCA_DHB_D","2018-06-26_15h33m47s","C5H10NO7P","M+H","228.02672536966384","0.192892","0.1","0.19664","0.984628","0.996258","L-Glutamic acid 5-phosphate","HMDB0001228"
